PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,ROUTE,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,FATALS,DRUNK_DR
1,59,2600,6,11,2015,6,17,30,5,LONG BEACH RD,,40.63556944,-73.64040833,1,0
1,81,4170,7,11,2015,7,21,25,6,S CONDUIT AVE,130TH ST,40.66633611,-73.81051111,1,0
2,61,4170,8,11,2015,1,0,42,6,W 109TH ST,COLUMBUS AVE,40.80119167,-73.96149444,1,0
1,61,4170,6,11,2015,6,17,12,6,WEST END AVE,W 64TH ST,40.77477222,-73.98812778,1,0
7,119,2555,14,10,2015,4,6,50,1,I-684,,41.07934167,-73.718275,1,0
4,1,2464,30,10,2015,6,21,46,1,I-87,,42.64314722,-73.80236389,2,1
3,103,5210,25,9,2015,6,20,4,4,CR-58 1733,STORE ENTERENCE,40.92436944,-72.70226944,1,0
1,103,705,1,10,2015,5,19,55,4,CR-101,,40.77516944,-72.97753333,1,0
2,39,2437,31,10,2015,7,10,20,3,SR-32,E RED MILL RD,42.39146667,-74.02998333,1,0
1,7,6740,25,7,2015,7,21,4,1,I-86,,42.08669167,-75.70322778,1,0
2,1,3155,2,11,2015,2,12,5,3,SR-2,SWATLING RD,42.73995,-73.73633611,1,0
1,93,5550,8,11,2015,1,17,12,5,HETCHELTOWN RD,PASHLEY RD,42.88369444,-73.90833889,1,1
2,59,6250,8,11,2015,1,18,48,6,W MERRICK DR,PAYAN AVE,40.66630278,-73.70348889,1,0
5,47,4170,8,11,2015,1,6,29,1,I-278,,40.63999167,-74.02199444,1,1
1,89,619,4,11,2015,4,21,0,4,CR-55,,44.8278,-74.68285833,1,0
3,81,4170,9,11,2015,2,13,34,6,JAMAICA AVE,,40.695425,-73.84013056,1,0
4,85,4170,9,11,2015,2,11,15,6,HYLAN BLVD,OLD TOWN RD,40.59584444,-74.08588333,1,0
1,103,3270,28,8,2015,6,21,32,3,SR-27 1285,,40.69385,-73.39368333,1,0
2,103,450,22,9,2015,3,8,0,5,UDALL RD,STEWART ST,40.74076111,-73.29525,1,0
1,103,705,6,10,2015,3,14,20,3,SR-27 SUNRISE HWY,,40.78420556,-72.97851944,1,0
1,103,620,6,10,2015,3,9,30,5,CROOKED HILL RD,,40.79308056,-73.27505556,1,0
1,103,5769,9,10,2015,6,20,30,3,SR-111,MAPLE AVE,40.83680556,-73.19421667,1,1
1,103,705,16,9,2015,4,11,0,4,CR-64,,40.86588333,-72.99563333,1,0
1,103,360,16,10,2015,6,21,15,5,GREAT EAST NECK RD,,40.69289444,-73.34479444,1,0
2,103,6624,11,10,2015,1,0,30,3,SR-27,,40.72229167,-73.29657778,1,1
1,103,620,21,10,2015,4,5,0,5,WICKS RD,CROOKED HILL RD,40.78099167,-73.26115278,1,0
3,103,5769,19,10,2015,2,8,0,3,SR-25 890,PARKING LOT,40.84794167,-73.24213889,1,0
2,103,5520,28,10,2015,4,20,48,4,CR-55,,40.74759444,-73.06768611,1,1
1,3,6540,26,10,2015,2,21,44,5,MADISON HILL RD,,42.15875556,-77.92698056,1,1
2,47,4170,9,11,2015,2,17,26,6,FLATBUSH AVE,,40.6471,-73.95814722,1,0
2,103,1549,20,10,2015,3,2,43,3,SR-908G,,40.81001389,-73.37895278,2,1
1,107,4580,9,11,2015,2,11,34,4,CR-41,,42.02431944,-76.15774167,1,0
2,75,6319,10,11,2015,3,16,35,3,SR-3,FLORIDA AVE,43.33106389,-76.39830833,1,1
1,47,4170,9,11,2015,2,5,0,6,GERRITTSEN AVE,,40.58655278,-73.91814444,1,0
3,75,2540,10,11,2015,3,22,47,3,SR-3,CR-7,43.32385,-76.53844167,1,1
4,81,4170,29,8,2015,7,17,51,6,140TH AVE,BEDELL ST,40.67217778,-73.76099722,1,0
1,65,6275,10,11,2015,3,18,54,5,CIRCLE DR,SR-46,43.20951111,-75.57981667,1,0
3,113,3100,5,8,2015,4,16,21,3,SR-9N,LAKE VIEW DR,43.46194444,-73.69212778,1,0
1,71,1431,11,11,2015,4,20,29,3,SR-209,,41.38561111,-74.66703889,1,0
2,5,4170,14,10,2015,4,3,20,6,EDGEWATER RD,BRUCKNER BLVD,40.82254167,-73.885125,1,0
3,107,5172,14,11,2015,7,2,6,3,SR-38,,42.33021389,-76.18661667,1,1
2,29,750,14,11,2015,7,3,14,1,I-190,,42.89080833,-78.89011667,1,1
3,59,4600,12,11,2015,5,19,55,5,NEWBRIDGE RD,DUFFY AVE,40.76735,-73.52743611,1,0
2,81,4170,14,11,2015,7,4,19,6,LIBERTY AVE,109TH ST,40.68400556,-73.83297222,1,0
1,119,6820,15,11,2015,1,19,47,3,SR-987D,,40.91533611,-73.88382222,1,1
2,51,1450,15,11,2015,1,17,50,5,MAIN ST,CR-27B,42.54712778,-77.66423056,1,1
3,47,4170,16,11,2015,2,13,23,6,ATLANTIC AVE,GRANT AVE,40.68300278,-73.86710278,1,0
1,71,6410,17,11,2015,3,17,32,6,GRAND ST,,41.26158611,-74.35984167,1,0
1,45,1110,17,11,2015,3,18,42,3,SR-12E,MADISON ST,44.06699722,-76.12996111,1,0
1,47,4170,18,11,2015,4,22,3,6,BAY PARKWAY,,40.60070278,-73.99506667,1,0
1,47,4170,18,11,2015,4,19,16,6,CROPSEY AVE,,40.59478056,-73.99570833,1,0
2,55,5230,20,11,2015,6,20,17,6,741 SOUTH AVE,,43.14097222,-77.60492222,1,0
2,67,6010,14,10,2015,4,23,27,6,BUTTERNUT ST,N TOWNSEND ST,43.058625,-76.14998333,1,0
4,1,1260,11,11,2015,4,17,21,2,US-9,CRESCENT RD,42.816675,-73.73051667,1,0
3,59,2600,21,11,2015,7,2,29,5,FRONT ST,ORCHARD ST,40.70378889,-73.63587778,1,0
1,81,4170,21,11,2015,7,0,19,1,I-678,,40.67071667,-73.80104444,1,0
1,1,3680,22,11,2015,1,5,2,3,SR-377 VAN RENSSELAER BLVD,PARK DR,42.69022222,-73.74016111,1,1
2,87,5930,25,11,2015,4,19,9,4,CR-74,,41.13368333,-74.05967222,1,1
1,61,4170,23,11,2015,2,11,2,6,MADISON ST,JACKSON ST,40.71355556,-73.98088056,1,0
1,9,3203,24,11,2015,3,21,1,4,CR-5,,42.32973333,-78.95743611,1,0
2,81,4170,25,11,2015,4,21,22,6,VAN DAM ST,STARR AVE,40.73569167,-73.93678889,1,0
1,47,4170,25,11,2015,4,16,49,6,OCEAN AVE,,40.62422778,-73.95608333,1,0
5,109,3146,26,11,2015,5,19,41,3,SR-13,,99.9999,999.9999,1,0
1,29,5940,26,11,2015,5,6,20,2,US-219,,42.57557778,-78.72006111,1,0
12,47,4170,26,11,2015,5,19,13,6,PENNSYLVANIA AVE,,40.65724167,-73.88950278,1,0
1,59,3190,27,11,2015,6,17,40,3,SR-878,BROADWAY,40.60805278,-73.74207222,1,0
2,15,6530,23,11,2015,2,13,52,1,I-86 SOUTHERN TIER EXPRESSWAY,,99.9999,999.9999,1,0
3,81,4170,27,11,2015,6,2,19,3,SR-907M,,40.7708,-73.91793333,2,1
4,103,2840,22,11,2015,1,1,21,5,SWEET HOLLOW RD,,40.81618333,-73.42719722,1,0
5,29,1170,22,11,2015,1,9,28,4,CR-559,,43.07791667,-78.61908889,1,1
11,87,3833,29,11,2015,1,17,3,3,SR-982L GARDEN STATE PKWY,,41.08002778,-74.04848611,1,0
2,47,4170,1,12,2015,3,18,14,6,EMMONS AVE,NOSTRAND AVE,40.58395278,-73.93873611,1,0
1,103,1650,24,9,2015,5,1,6,3,SR-114,,40.97123056,-72.22140278,1,1
3,67,2951,22,10,2015,5,0,41,3,SR-173 6106,,42.99457222,-76.09891389,2,0
2,5,4170,13,10,2015,3,13,15,6,PEAR TREE AVE,,40.88003056,-73.82326111,1,0
5,67,1166,18,9,2015,6,17,4,3,SR-31,I-81,43.17558889,-76.11665833,2,0
1,59,6250,1,12,2015,3,0,0,5,1569 DUTCH BROADWAY,,40.68616944,-73.69956389,1,1
1,59,3380,3,12,2015,5,21,5,5,130 MERRICK RD,,40.65836667,-73.66248056,1,0
1,61,4170,2,12,2015,4,5,17,6,E 58TH ST,3RD AVE,40.76094444,-73.96706667,1,0
1,81,4170,2,12,2015,4,6,4,6,S CONDUIT AVE,,40.67294167,-73.85735,1,0
4,59,6550,3,12,2015,5,11,40,5,OLD COUNTRY RD,MERRICK AVE,40.74759722,-73.58761111,1,0
1,47,4170,3,12,2015,5,23,17,1,I-278 GOWANUS EXPRESSWAY,,40.62431111,-74.01958056,1,1
2,35,2310,26,8,2015,4,15,36,4,CR-146,SUMMITVIEW RD,43.10112778,-74.31578056,1,1
2,49,3370,11,9,2015,6,19,7,3,SR-12,WILLOW GROVE RD,43.81814167,-75.56980278,1,0
1,29,1512,27,11,2015,6,19,15,3,SR-5,,42.69810833,-78.986825,1,0
2,25,3550,4,11,2015,4,18,17,3,SR-28,,42.153475,-74.59730278,1,0
2,87,6237,28,11,2015,7,18,12,3,SR-59 55,,41.09459444,-73.93674167,1,0
1,87,2700,4,12,2015,6,23,33,1,I-287 ENTRANCE RAMP,,41.11781389,-74.15583333,1,0
1,75,2200,5,12,2015,7,6,20,4,CR-45 1414,,43.35751111,-76.26128056,1,0
4,103,5810,4,12,2015,6,15,23,4,CR-63,,99.9999,999.9999,2,0
1,29,750,20,8,2015,5,23,27,6,BINGHAM ST,,42.88385833,-78.88253889,1,1
1,47,4170,30,11,2015,2,10,28,6,KINGS HWY,E 16TH ST,40.60915278,-73.957425,1,0
1,105,1954,5,12,2015,7,14,13,5,KRUM RD,,41.74531111,-74.69071667,1,0
4,27,3760,5,12,2015,7,9,5,2,US-44,,41.81118056,-73.63276944,1,0
4,13,2180,6,12,2015,1,2,57,5,IVORY RD,,42.06458889,-79.09162222,1,1
2,103,5810,30,8,2015,1,1,55,5,ROLLING HILL CT E,,40.98289167,-72.31958056,1,1
1,89,3580,4,12,2015,6,22,36,4,CR-37,TAYLOR RD,44.91945833,-74.80788611,1,1
2,81,4170,6,12,2015,1,22,31,6,LAUREL HILL BLVD,49TH ST,40.73544444,-73.91746111,1,1
1,91,1209,6,12,2015,1,3,44,3,SR-9,,42.88626944,-73.7732,1,0
2,47,4170,6,12,2015,1,17,25,6,FULTON ST,S PORTLAND AVE,40.68631667,-73.97446944,1,0
2,13,1610,6,12,2015,1,5,18,3,SR-60 146,,42.47904444,-79.32401944,1,0
1,5,4170,7,12,2015,2,6,37,6,BRUCKNER BLVD,WILLIS AVE,40.805925,-73.92535833,1,0
3,59,295,7,12,2015,2,17,36,5,PAKE ST,,40.58885,-73.72558611,1,1
1,117,5790,7,12,2015,2,19,33,4,CR-143 RIDGE RD,,43.21304444,-76.987475,1,0
1,81,4170,8,12,2015,3,22,50,6,NORTHERN BLVD,JUNCTION BLVD,40.75678056,-73.87363056,1,0
3,81,4170,7,12,2015,2,20,31,6,UNION TPKE,,40.724775,-73.79463889,1,0
1,67,3500,8,12,2015,3,11,30,5,KIRKVILLE RD N,,43.07075278,-75.95040278,1,0
1,81,4170,6,12,2015,1,15,52,6,37TH AVE,105TH ST,40.75377778,-73.8626,1,1
2,11,5588,13,12,2015,1,5,0,3,SR-34B,,42.81097222,-76.62652222,1,1
2,1,1290,6,12,2015,1,18,22,3,SR-5,OSBORNE RD,42.69006944,-73.80149444,1,0
1,1,3680,9,12,2015,4,6,46,3,SR-377,WARDS LANE,42.68658889,-73.74107222,1,0
1,29,1170,10,12,2015,5,17,54,5,LAPP RD,,43.04387778,-78.69193611,1,0
4,29,1844,9,12,2015,4,22,10,5,GIRDLE RD,,42.83964167,-78.60607222,1,1
1,7,1510,9,12,2015,4,8,30,4,CR-28,,42.05415833,-75.44143333,1,0
4,59,3695,13,12,2015,1,16,42,3,SR-27,HEWLETT AVE,40.66365278,-73.54944722,1,0
2,39,290,10,12,2015,5,9,34,2,US-9W,,42.25800556,-73.85818611,1,0
1,11,5633,10,12,2015,5,11,29,5,FRANKLIN STREET RD,PARCELL RD,42.95693333,-76.49154722,1,0
5,119,474,13,12,2015,1,5,50,1,I-684,,41.25931944,-73.67995278,1,1
1,47,4170,14,12,2015,2,17,55,6,E 17TH ST,AVE Z,40.58818889,-73.95246667,1,0
1,27,5030,28,11,2015,7,21,19,3,SR-113 SPACKENKILL RD,,41.65903889,-73.90267222,1,0
1,117,3430,8,12,2015,3,16,14,3,SR-31,,43.06714444,-77.27775,1,0
2,81,4170,16,12,2015,4,4,56,1,I-678,,40.72284167,-73.82773056,1,0
1,85,4170,15,12,2015,3,9,21,6,HYLAN BLVD,BUFFALO ST,40.55655278,-74.12820833,1,0
1,81,4170,16,12,2015,4,13,51,6,METROPOLITAN AVE,,40.71284444,-73.87806111,1,0
1,29,750,25,11,2015,4,6,27,6,267 DAVIDSON AVE,LEONARD ST,42.93726667,-78.80361389,1,0
1,117,6760,18,12,2015,6,22,12,3,SR-104A,MEADOW CREEK,99.9999,999.9999,1,0
4,75,3700,9,12,2015,4,17,5,3,SR-104,,43.45734444,-76.12723333,1,0
3,103,705,18,12,2015,6,19,59,4,CR-101,GAZZOLA DR,40.78041389,-72.97213889,1,0
1,103,3933,9,10,2015,6,18,55,5,228 N COUNTRY RD,,40.95256389,-73.01935,1,1
3,29,1117,3,12,2015,5,15,0,1,I-90,,42.94150556,-78.76649722,1,0
1,67,1179,25,8,2015,3,19,53,5,VERPLANK RD,,43.19776944,-76.19011667,1,0
1,103,705,25,10,2015,1,23,34,3,SR-112,JEFFERSON AVE,40.91538333,-73.03369444,1,1
2,103,1050,3,11,2015,3,13,13,5,EXPRESS DR N,MOTOR PKWY,40.80954444,-73.19361667,1,0
1,103,705,11,11,2015,4,3,3,5,GRANNY RD,,40.84886667,-72.97966667,1,1
1,103,3589,4,11,2015,4,10,59,3,SR-27A MONTAUK HWY,FULTON AVE,40.80572778,-72.84573611,1,0
5,103,1039,9,10,2015,6,21,17,4,CR-97,HAMMOND RD,40.87526667,-73.07115278,1,0
1,103,1050,13,11,2015,6,0,14,4,CR-100,CHURCH ST,40.79109167,-73.20006389,1,1
2,45,10,23,11,2015,2,15,33,2,US-11,,43.74424167,-76.05589722,1,0
4,103,2920,23,11,2015,2,18,55,5,LOWELL AVE,SATINWOOD ST,40.77741944,-73.18971667,1,0
1,59,4600,12,8,2015,4,5,21,3,SR-908G,,40.79070556,-73.5178,1,1
4,109,2460,16,8,2015,1,3,42,4,CR-105,,42.564825,-76.26281944,1,0
2,59,1740,2,9,2015,4,10,26,5,OCEAN AVE,ATLANTIC AVE,40.64078056,-73.65965278,1,0
1,59,4844,24,9,2015,5,13,28,5,S OYSTER BAY RD,SUNRISE RD,40.77358889,-73.50178333,1,0
1,19,546,27,11,2015,6,11,22,3,SR-3,,44.58202222,-73.90964444,1,0
2,103,1337,28,11,2015,7,13,56,5,OLD TOWN RD,HYSON WAY,40.87845278,-73.02654444,1,0
1,59,2600,14,8,2015,6,11,10,5,JERUSALEM AVE,NOSTRAND AVE,40.69754722,-73.58593056,1,0
8,55,5600,10,12,2015,5,14,35,5,2300 SCOTTSVILLE RD,,43.06335278,-77.70993889,1,0
1,81,4170,12,12,2015,7,9,45,6,ROCKAWAY BLVD,115TH ST,40.67671667,-73.82284444,1,0
1,57,2210,11,12,2015,6,17,42,3,SR-30A,ERIE ST,42.94694722,-74.37106667,1,0
2,119,6820,17,12,2015,5,6,30,3,SR-907H,,40.91843889,-73.84739444,1,0
2,59,4450,17,12,2015,5,5,6,1,I-495,,40.77886111,-73.57486389,1,0
2,55,6510,17,12,2015,5,11,19,5,FIVE MILE LINE RD,SR-404 RIDGE RD,43.20506944,-77.47461111,1,0
2,81,4170,18,12,2015,6,3,38,6,SANFORD AVE,,40.76141944,-73.81105278,1,1
2,7,1880,19,12,2015,7,17,56,5,W MAIN ST,,42.0924,-76.07908056,1,0
1,55,5230,22,12,2015,3,6,31,6,LARK ST,LEXINGTON AVE,43.17933056,-77.64448056,1,0
1,75,2200,18,12,2015,6,1,41,3,SR-48,,99.9999,999.9999,1,1
1,37,4390,22,12,2015,3,20,4,5,FISHER RD,,43.10836111,-78.24620556,1,1
2,109,6120,22,12,2015,3,13,45,3,SR-96,CR-142,42.4958,-76.5961,1,0
1,7,1880,23,12,2015,4,18,28,5,CR-13 NANTICOKE DR,,42.15219722,-76.069325,1,0
2,65,5260,24,12,2015,5,14,14,3,SR-69 ROME TABERG RD,,43.22973333,-75.49396944,1,0
1,47,4170,24,12,2015,5,16,34,6,E 21ST ST,GRAVESEND NECK RD,40.59695556,-73.94992778,1,0
3,47,4170,23,12,2015,4,5,58,6,VANDERVOORT AVE,,40.71781667,-73.93496944,1,1
2,5,4170,25,12,2015,6,3,59,1,I-87,,99.9999,999.9999,1,0
1,83,6110,14,12,2015,2,16,42,3,SR-7 HOOSICK ST,15TH ST,42.73902222,-73.67498611,1,0
7,79,900,14,11,2015,7,21,38,2,US-6,ROUTE 6 PLAZA,41.391925,-73.72372778,1,1
1,103,5810,8,11,2015,1,19,48,3,SR-24,,40.89394444,-72.57607778,1,1
3,59,2600,28,11,2015,7,4,16,5,SHERIDAN BLVD,BAYVIEW AVE,40.61449722,-73.75268611,2,1
1,81,4170,23,9,2015,4,19,5,6,CYPRESS HILLS ST,,40.69393056,-73.88458611,1,1
1,29,750,16,12,2015,4,21,55,6,EAST END AVE,GENESEE ST,42.91865556,-78.79918889,1,0
1,79,900,5,12,2015,7,17,3,4,CR-72,,41.37476389,-73.72909722,1,0
2,59,2600,29,12,2015,3,1,32,3,SR-908E MEADOWBROOK PKY,,99.9999,999.9999,1,0
1,103,705,30,12,2015,4,17,26,3,SR-27A MONTAUK HWY,GARDEN PL,40.80224722,-72.86102778,1,0
2,103,5270,30,7,2015,5,10,10,3,SR-454,ORVILLE DR,40.7829,-73.102375,1,0
2,83,1648,29,12,2015,3,1,34,1,I-90,,99.9999,999.9999,1,0
2,101,6216,29,12,2015,3,15,55,3,SR-54,,99.9999,999.9999,1,0
2,103,705,18,10,2015,1,10,23,3,SR-25A,RIDGE RD,40.94730556,-72.90474167,1,0
6,103,4670,5,12,2015,7,2,58,3,SR-112,,40.78977778,-73.00861111,1,0
6,103,705,6,12,2015,1,14,47,4,CR-51,CR-111,40.84643889,-72.73588611,1,0
1,103,3270,6,12,2015,1,21,20,5,S WELLWOOD AVE,BROOK ST,40.67341667,-73.36089722,1,0
1,103,705,5,12,2015,7,18,13,5,HALLOCK LANDING RD,3RD AVE,40.95069167,-72.94225,1,0
1,103,705,20,12,2015,1,15,41,5,E BROADWAY,,40.94908611,-73.06446667,1,0
1,117,5277,23,12,2015,4,14,30,5,SALTER RD,,43.19065556,-76.86696944,1,0
2,103,360,15,12,2015,3,18,23,5,GERALDINE AVE,BREFNI ST,40.70462778,-73.424725,1,0
2,103,705,23,12,2015,4,5,35,3,SR-27 SUNRISE HWY,,40.79805,-72.90689444,1,1
1,59,4600,31,12,2015,5,22,45,5,NEWBRIDGE RD,W OLD COUNTRY RD,40.76170833,-73.528225,1,0
1,103,2920,25,12,2015,6,17,8,5,CANDLEWOOD RD,NEW JERSEY AVE,40.75825833,-73.234375,1,0
4,103,705,31,12,2015,5,17,20,3,SR-27A MONTAUK HWY,MADISON ST,40.80371944,-72.85394167,1,0
1,103,1050,15,12,2015,3,23,45,4,CR-67 MOTOR PKWY,VALRAY BLVD,40.80571667,-73.19984167,1,1
1,67,810,28,12,2015,2,18,58,5,ELM ST,,43.03405833,-76.31483889,1,0
4,103,360,7,11,2015,7,20,20,3,SR-27 SUNRISE HWY,35TH ST,40.69236111,-73.397475,1,0
1,75,5450,31,12,2015,5,15,8,1,I-81,,99.9999,999.9999,1,0
5,27,6380,25,10,2015,1,22,57,2,US-9,,41.60355278,-73.91209167,1,0
1,87,9997,21,12,2015,2,22,56,2,US-202,,41.15481389,-74.10180278,1,0
2,59,2600,11,10,2015,1,19,35,5,JERUSALEM AVE,,40.70125278,-73.59755,1,0
1,103,360,4,12,2015,6,6,52,3,SR-27 SUNRISE HWY,,40.69468056,-73.39184444,1,0
1,103,705,29,12,2015,3,16,0,5,HEWLETT AVE,,40.77248056,-72.98624444,1,0
1,67,1166,25,11,2015,4,0,40,4,CR-82,,43.14257778,-76.0862,1,1
4,119,6820,1,5,2015,6,12,15,6,NEPPERHAN AVE,COPCUTT LN,40.93658611,-73.88926944,1,0
1,55,5230,6,2,2015,6,14,47,3,SR-96,PROBERT ST,43.14618056,-77.55818611,1,0
1,21,1173,18,5,2015,2,9,50,5,SPOOK ROCK RD,,42.20803611,-73.75698056,1,0
1,119,6820,29,7,2015,4,0,6,6,CENTRAL PARK AVE,,40.93078056,-73.85713611,1,0
2,65,4080,17,12,2015,5,8,12,5,ONEIDA ST,OXFORD RD,43.03746389,-75.27465,1,1
2,55,4730,20,12,2015,1,19,0,3,SR-250,,43.15653056,-77.43167778,1,0
2,9,2393,23,10,2015,6,22,42,4,CR-18 4126,,42.22170278,-78.53044722,1,0
2,103,1296,7,11,2015,7,6,50,4,CR-14,SOMERS LA,40.85532222,-73.27293889,1,0
1,103,6805,4,10,2015,1,20,30,4,CR-2,LONG ISLAND AVE,40.75406111,-73.36045833,1,0
1,1,1290,29,11,2015,1,0,25,5,399 ALBANY SHAKER RD,EVERETT RD,42.69729722,-73.76806389,1,1
7,21,6230,2,11,2015,2,17,20,2,US-9,BIRCH RD,42.44514167,-73.68664167,1,0
1,103,620,14,11,2015,7,4,27,5,2ND AVE,7TH ST,40.77830556,-73.24296667,1,0
1,103,360,29,11,2015,1,3,54,3,SR-907M,,40.72748333,-73.37313889,1,0
3,59,6550,22,10,2015,5,1,3,5,PROSPECT AVE,,40.76471111,-73.55138611,1,0
1,59,2675,16,10,2015,6,8,20,5,CHERRY LN,NEWBRIDGE RD,40.75104167,-73.53227778,1,0
5,59,6550,18,11,2015,4,11,25,5,CARMEN AVE,,40.74802222,-73.55241667,1,1
1,103,3040,5,12,2015,7,11,0,3,SR-25A,,40.88597222,-73.257375,1,0
1,63,4210,26,11,2015,5,5,4,6,PINE AVE,,43.09520556,-79.023475,1,1
7,17,4350,17,12,2015,5,7,19,3,SR-8,,42.50458889,-75.40446111,2,0
2,103,4238,12,11,2015,5,8,55,3,SR-213,,40.74,-73.32099444,1,0
3,31,3218,8,12,2015,3,17,12,2,US-9,,44.35729167,-73.54285556,1,0
4,83,6240,20,9,2015,1,13,43,3,SR-67,MASTER ST,42.90915,-73.56966944,1,0
3,119,6820,17,4,2015,6,15,55,6,112 LAWTON ST,,40.91033333,-73.88130278,1,0
1,47,4170,14,10,2015,4,19,0,6,NEPTYNE AVE,STILLWELL AVE,40.57919167,-73.98198611,1,0
1,81,4170,1,11,2015,1,16,55,6,COLLEGE POINT BLVD,,40.756225,-73.83361944,1,0
1,47,4170,12,11,2015,5,19,50,3,SR-27,EUCLID AVE,40.66779167,-73.86994444,1,0
1,85,4170,27,11,2015,6,8,4,6,TOMPKINS AVE,VIRGINIA AVE,40.61333889,-74.07183333,1,0
2,47,4170,2,12,2015,4,11,47,6,FLATBUSH AVE,MYRTLE AVE,40.69366667,-73.98323611,1,0
2,5,4170,1,12,2015,3,23,41,2,US-1,DELAVALL AVE,40.88529167,-73.8295,1,0
1,47,4170,18,12,2015,6,14,20,6,BENSON AVE,BAY 31ST ST,40.59978056,-73.99485,1,0
6,71,6410,14,7,2015,3,10,51,4,CR-1A,BLOOMS CORNER RD,41.2755,-74.41192222,3,0
5,111,5480,26,8,2015,4,11,38,5,WASHINGTON AVE,MONTGOMERY ST,42.07513889,-73.94821944,4,0
1,119,4120,29,10,2015,5,20,21,5,PELHAM RD,,40.89881111,-73.77805556,1,0
2,55,6622,12,11,2015,5,8,47,4,CR-84,ERIE STATION RD,43.04004444,-77.69710556,1,0
3,121,4750,4,11,2015,4,8,30,3,SR-246,CR-30,42.71893889,-78.00551944,2,0
1,1,0,29,1,2015,5,11,9,3,SR-2125,,36.05355278,-79.32221389,1,0
2,21,170,8,1,2015,5,7,38,6,MERRIMON AVE,,35.59944167,-82.55422222,1,0
1,21,0,9,1,2015,6,5,26,2,US-19,,35.69713611,-82.57700556,1,0
2,21,170,17,1,2015,7,23,2,1,I-40,,35.55561667,-82.61743611,1,0
2,23,0,15,1,2015,5,3,37,1,I-40,,35.71884167,-81.693775,1,0
1,35,0,6,1,2015,3,14,29,2,US-321,,35.73166111,-81.36496111,1,0
1,35,0,14,1,2015,4,13,32,3,SR-1848,,35.66264444,-81.069875,1,0
2,37,0,22,1,2015,5,21,8,3,SR-1516,,35.75951389,-79.19055,1,1
1,49,0,3,1,2015,7,17,55,3,SR-1155,,35.0925,-77.03771111,1,1
1,51,1670,16,1,2015,6,2,39,6,MURCHISON RD,,35.11521667,-78.93095278,1,1
2,57,4590,9,1,2015,6,16,33,6,FISHER FERRY RD,FAIRGROVE RD,35.85222222,-80.08870833,1,0
2,57,0,18,1,2015,1,21,48,3,SR-1733,,36.01039444,-80.11870556,1,1
2,63,1360,2,1,2015,6,6,52,2,US-501,,36.0546,-78.90426111,1,0
6,65,0,13,1,2015,3,18,11,3,SR-43,,35.79658889,-77.63707222,1,0
1,67,5120,17,1,2015,7,21,4,6,SILAS CREEK PKWY,,36.11776944,-80.29925,1,1
2,69,0,20,1,2015,3,7,28,3,SR-561,,36.18602222,-78.11180833,1,0
1,45,2440,3,1,2015,7,23,48,2,US-74,,35.25119444,-81.34126944,1,0
2,71,1800,6,1,2015,3,18,8,6,E HUDSON BLVD,,35.23330556,-81.16865556,1,0
2,71,0,6,1,2015,3,7,50,3,SR-216,,35.17811667,-81.41435,1,0
1,71,390,11,1,2015,1,9,38,1,I-85,,35.257675,-81.01923333,1,0
2,75,0,1,1,2015,5,23,32,3,SR-143,,35.32578333,-83.80367222,1,1
1,81,1940,10,1,2015,7,17,25,1,I-40,,36.09091667,-79.99189444,1,0
1,81,2170,22,1,2015,5,21,39,6,GORDON ST,,35.97308611,-79.97960278,1,1
4,85,0,23,1,2015,6,19,29,3,SR-1002,,35.27055556,-78.61728889,1,0
2,85,0,25,1,2015,1,21,40,3,SR-27,,35.418225,-78.80363333,1,0
3,93,0,7,1,2015,4,7,56,2,US-501,ASHEMONT RD,35.04896944,-79.43470556,1,1
5,93,0,23,1,2015,6,21,54,3,SR-1105,SR-1001,34.90556389,-79.18664722,3,1
1,97,0,13,1,2015,3,16,45,3,SR-2383,,35.636375,-80.80953611,1,0
1,101,0,4,1,2015,1,17,40,3,SR-2163,,35.61016667,-78.15072222,1,0
1,101,0,5,1,2015,2,21,50,3,SR-2144,,35.56970278,-78.16764444,1,0
2,101,0,20,1,2015,3,14,23,1,I-40,,35.39329444,-78.52110833,1,0
2,101,4140,22,1,2015,5,12,13,1,I-95,,35.5492,-78.21956111,1,0
1,105,0,4,1,2015,1,20,26,4,CR-1186,,35.36664167,-79.13245,1,0
1,105,0,24,1,2015,7,20,29,4,CR-1416,,35.51304722,-79.15655,1,1
2,113,1710,24,1,2015,7,18,30,2,US-64,,35.17268056,-83.36039444,1,0
2,119,870,10,1,2015,7,2,58,1,I-77,,35.25036944,-80.84454167,1,0
1,119,870,13,1,2015,3,18,30,6,JOHN PRICE ROAD,,35.11906944,-80.95786944,1,0
2,127,0,3,1,2015,7,16,16,2,US-264,,35.77902778,-78.16146944,1,0
2,129,5060,3,1,2015,7,19,53,6,WRIGHTSVILLE AVE,,34.22036111,-77.82270278,1,0
2,135,0,9,1,2015,6,5,57,4,CR-1567,,36.11256944,-78.996825,1,0
3,141,0,9,1,2015,6,6,34,1,I-40,,34.63452778,-77.93762222,1,0
3,143,0,3,1,2015,7,13,8,4,CR-1336,,36.15445278,-76.42584167,1,0
2,147,1950,10,1,2015,7,7,1,2,US-264,,35.61604722,-77.32865,1,0
